Symbol,Timeline,Amount,PivotStep,Delta,DeltaSL,DeltaTrigger,TakeProfit,StopLoss,StartTime,StartTime(Human),TotalTrades,Success,Failure,Total Fees,Total PnL,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1609502400000,2021-01-01 12:00:00,18,6,12,-54,-98.08,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1609588800000,2021-01-02 12:00:00,42,25,17,-126,958.22,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1609675200000,2021-01-03 12:00:00,57,35,22,-171,1730.33,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1609761600000,2021-01-04 12:00:00,44,26,18,-132,1022.75,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1609848000000,2021-01-05 12:00:00,41,25,16,-123,1062.21,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1609934400000,2021-01-06 12:00:00,46,20,26,-138,489.05,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610020800000,2021-01-07 12:00:00,50,34,16,-150,1366.79,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610107200000,2021-01-08 12:00:00,49,34,15,-147,1196.39,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610193600000,2021-01-09 12:00:00,27,14,13,-81,370.55,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610280000000,2021-01-10 12:00:00,83,55,28,-249,2244.21,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610366400000,2021-01-11 12:00:00,93,61,32,-279,2608.04,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610452800000,2021-01-12 12:00:00,65,41,24,-195,1437.11,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610539200000,2021-01-13 12:00:00,35,13,22,-105,107.91,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610625600000,2021-01-14 12:00:00,29,12,17,-87,233.75,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610712000000,2021-01-15 12:00:00,46,29,17,-138,1017.97,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610798400000,2021-01-16 12:00:00,42,27,15,-126,750.19,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610884800000,2021-01-17 12:00:00,31,17,14,-93,539.57,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1610971200000,2021-01-18 12:00:00,24,14,10,-72,377.52,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611057600000,2021-01-19 12:00:00,36,22,14,-108,807.46,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611144000000,2021-01-20 12:00:00,43,24,19,-129,946.32,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611230400000,2021-01-21 12:00:00,66,46,20,-198,1579.2,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611316800000,2021-01-22 12:00:00,34,22,12,-102,601.33,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611403200000,2021-01-23 12:00:00,27,8,19,-81,-22.43,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611489600000,2021-01-24 12:00:00,25,14,11,-75,537.61,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611576000000,2021-01-25 12:00:00,31,21,10,-93,734.99,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611662400000,2021-01-26 12:00:00,38,21,17,-114,578.5,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611748800000,2021-01-27 12:00:00,49,26,23,-147,843.9,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611835200000,2021-01-28 12:00:00,44,27,17,-132,974.89,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1611921600000,2021-01-29 12:00:00,54,34,20,-162,1368.17,,,
BTCUSDT,1,5000,5,0,0.05,0.15,1,0.4,1612008000000,2021-01-30 12:00:00,20,7,13,-60,100.3,26464.72,-3867,22597.72
