Symbol,Timeline,Amount,PivotStep,Delta,DeltaSL,DeltaTrigger,TakeProfit,StopLoss,StartTime,StartTime(Human),TotalTrades,Success,Failure,Total Fees,Total PnL,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1609502400000,2021-01-01 12:00:00,25,11,14,-75,-12.61,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1609588800000,2021-01-02 12:00:00,86,49,37,-258,892.71,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1609675200000,2021-01-03 12:00:00,93,53,40,-279,591.45,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1609761600000,2021-01-04 12:00:00,81,47,34,-243,519.88,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1609848000000,2021-01-05 12:00:00,91,57,34,-273,875.939999999999,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1609934400000,2021-01-06 12:00:00,76,42,34,-228,393.5,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610020800000,2021-01-07 12:00:00,116,69,47,-348,1042.58,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610107200000,2021-01-08 12:00:00,102,61,41,-306,582.49,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610193600000,2021-01-09 12:00:00,61,34,27,-183,433.08,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610280000000,2021-01-10 12:00:00,147,88,59,-441,1566.98,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610366400000,2021-01-11 12:00:00,163,95,68,-489,1860.05,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610452800000,2021-01-12 12:00:00,123,72,51,-369,936.15,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610539200000,2021-01-13 12:00:00,58,27,31,-174,-46.65,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610625600000,2021-01-14 12:00:00,62,31,31,-186,110.26,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610712000000,2021-01-15 12:00:00,93,57,36,-279,788.42,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610798400000,2021-01-16 12:00:00,80,49,31,-240,642.54,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610884800000,2021-01-17 12:00:00,53,32,21,-159,614.38,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1610971200000,2021-01-18 12:00:00,43,25,18,-129,407.49,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611057600000,2021-01-19 12:00:00,65,42,23,-195,665.94,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611144000000,2021-01-20 12:00:00,81,50,31,-243,927.62,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611230400000,2021-01-21 12:00:00,128,70,58,-384,499.93,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611316800000,2021-01-22 12:00:00,67,37,30,-201,415.56,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611403200000,2021-01-23 12:00:00,43,22,21,-129,254.14,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611489600000,2021-01-24 12:00:00,45,29,16,-135,517.15,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611576000000,2021-01-25 12:00:00,78,48,30,-234,735.55,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611662400000,2021-01-26 12:00:00,60,35,25,-180,370.18,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611748800000,2021-01-27 12:00:00,90,50,40,-270,628.11,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611835200000,2021-01-28 12:00:00,77,45,32,-231,569.53,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1611921600000,2021-01-29 12:00:00,115,57,58,-345,205.37,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612008000000,2021-01-30 12:00:00,46,28,18,-138,419.39,18407.11,-7344,11063.11
