Symbol,Timeline,Amount,PivotStep,Delta,DeltaSL,DeltaTrigger,TakeProfit,StopLoss,StartTime,StartTime(Human),TotalTrades,Success,Failure,Total Fees,Total PnL,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612180800000,2021-02-01 12:00:00,43,23,20,-129,288.13,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612267200000,2021-02-02 12:00:00,41,25,16,-123,294.52,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612353600000,2021-02-03 12:00:00,48,24,24,-144,139.71,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612440000000,2021-02-04 12:00:00,47,25,22,-141,270.38,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612526400000,2021-02-05 12:00:00,48,29,19,-144,428.68,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612612800000,2021-02-06 12:00:00,54,34,20,-162,667.96,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612699200000,2021-02-07 12:00:00,45,23,22,-135,349.06,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612785600000,2021-02-08 12:00:00,99,53,46,-297,331.96,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612872000000,2021-02-09 12:00:00,58,32,26,-174,300.61,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1612958400000,2021-02-10 12:00:00,64,33,31,-192,231.02,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613044800000,2021-02-11 12:00:00,66,38,28,-198,403.61,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613131200000,2021-02-12 12:00:00,41,24,17,-123,436.98,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613217600000,2021-02-13 12:00:00,27,16,11,-81,270.69,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613304000000,2021-02-14 12:00:00,40,20,20,-120,97.44,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613390400000,2021-02-15 12:00:00,40,27,13,-120,527.53,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613476800000,2021-02-16 12:00:00,58,36,22,-174,518.25,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613563200000,2021-02-17 12:00:00,32,22,10,-96,489.54,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613649600000,2021-02-18 12:00:00,34,20,14,-102,229.62,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613736000000,2021-02-19 12:00:00,41,28,13,-123,622.53,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613822400000,2021-02-20 12:00:00,45,28,17,-135,445.43,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613908800000,2021-02-21 12:00:00,50,29,21,-150,444.97,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1613995200000,2021-02-22 12:00:00,129,71,58,-387,533.35,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1614081600000,2021-02-23 12:00:00,120,67,53,-360,635.52,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1614168000000,2021-02-24 12:00:00,66,38,28,-198,549.05,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1614254400000,2021-02-25 12:00:00,115,60,55,-345,456.09,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1614340800000,2021-02-26 12:00:00,81,42,39,-243,246.33,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1614427200000,2021-02-27 12:00:00,67,33,34,-201,191.48,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1614513600000,2021-02-28 12:00:00,65,42,23,-195,705.29,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1614600000000,2021-03-01 12:00:00,48,29,19,-144,265.15,,,
BTCUSDT,1,5000,5,0,0.2,0.05,0.6,0.6,1614686400000,2021-03-02 12:00:00,42,22,20,-126,272.12,11643,-5262,6381
