Symbol,Timeline,Amount,PivotStep,Delta,DeltaSL,DeltaTrigger,TakeProfit,StopLoss,StartTime,StartTime(Human),TotalTrades,Success,Failure,Total Fees,Total PnL,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612180800000,2021-02-01 12:00:00,42,14,28,-126,-31.87,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612267200000,2021-02-02 12:00:00,40,15,25,-120,81.42,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612353600000,2021-02-03 12:00:00,50,15,35,-150,-92.7,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612440000000,2021-02-04 12:00:00,46,14,32,-138,-96.47,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612526400000,2021-02-05 12:00:00,46,20,26,-138,234.7,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612612800000,2021-02-06 12:00:00,45,22,23,-135,534.85,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612699200000,2021-02-07 12:00:00,46,18,28,-138,113.75,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612785600000,2021-02-08 12:00:00,104,40,64,-312,360.78,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612872000000,2021-02-09 12:00:00,70,28,42,-210,217.17,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1612958400000,2021-02-10 12:00:00,58,25,33,-174,413.99,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613044800000,2021-02-11 12:00:00,67,30,37,-201,438.2,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613131200000,2021-02-12 12:00:00,47,18,29,-141,158.95,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613217600000,2021-02-13 12:00:00,31,11,20,-93,90.4400000000001,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613304000000,2021-02-14 12:00:00,44,14,30,-132,-51.28,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613390400000,2021-02-15 12:00:00,34,17,17,-102,377.04,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613476800000,2021-02-16 12:00:00,61,28,33,-183,439.29,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613563200000,2021-02-17 12:00:00,31,12,19,-93,92.36,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613649600000,2021-02-18 12:00:00,29,12,17,-87,125.89,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613736000000,2021-02-19 12:00:00,44,21,23,-132,305.02,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613822400000,2021-02-20 12:00:00,47,22,25,-141,339.75,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613908800000,2021-02-21 12:00:00,49,20,29,-147,201.61,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1613995200000,2021-02-22 12:00:00,134,51,83,-402,351.49,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1614081600000,2021-02-23 12:00:00,112,43,69,-336,335.52,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1614168000000,2021-02-24 12:00:00,67,26,41,-201,154.04,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1614254400000,2021-02-25 12:00:00,117,43,74,-351,373.04,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1614340800000,2021-02-26 12:00:00,79,29,50,-237,39.09,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1614427200000,2021-02-27 12:00:00,71,25,46,-213,196.75,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1614513600000,2021-02-28 12:00:00,74,29,45,-222,331.04,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1614600000000,2021-03-01 12:00:00,53,21,32,-159,194.13,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1614686400000,2021-03-02 12:00:00,49,22,27,-147,275.66,6503.65,-5361,1142.65
