Symbol,Timeline,Amount,PivotStep,Delta,DeltaSL,DeltaTrigger,TakeProfit,StopLoss,StartTime,StartTime(Human),TotalTrades,Success,Failure,Total Fees,Total PnL,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1635768000000,2021-11-01 12:00:00,25,14,11,-75,282.21,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1635854400000,2021-11-02 12:00:00,11,6,5,-33,75.88,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1635940800000,2021-11-03 12:00:00,23,10,13,-69,86.45,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636027200000,2021-11-04 12:00:00,26,10,16,-78,40.73,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636113600000,2021-11-05 12:00:00,18,13,5,-54,342.86,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636200000000,2021-11-06 12:00:00,18,6,12,-54,-54.18,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636286400000,2021-11-07 12:00:00,20,10,10,-60,284.82,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636372800000,2021-11-08 12:00:00,22,10,12,-66,112.4,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636459200000,2021-11-09 12:00:00,20,8,12,-60,89.08,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636545600000,2021-11-10 12:00:00,40,17,23,-120,280.08,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636632000000,2021-11-11 12:00:00,18,7,11,-54,33.11,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636718400000,2021-11-12 12:00:00,21,9,12,-63,56.03,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636804800000,2021-11-13 12:00:00,17,8,9,-51,96.72,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636891200000,2021-11-14 12:00:00,15,7,8,-45,77.77,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1636977600000,2021-11-15 12:00:00,41,20,21,-123,363.96,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637064000000,2021-11-16 12:00:00,40,21,19,-120,474.22,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637150400000,2021-11-17 12:00:00,27,15,12,-81,370.57,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637236800000,2021-11-18 12:00:00,51,20,31,-153,225.24,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637323200000,2021-11-19 12:00:00,18,8,10,-54,82.46,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637409600000,2021-11-20 12:00:00,24,10,14,-72,92.71,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637496000000,2021-11-21 12:00:00,23,10,13,-69,123.55,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637582400000,2021-11-22 12:00:00,52,24,28,-156,469.69,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637668800000,2021-11-23 12:00:00,20,12,8,-60,322.9,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637755200000,2021-11-24 12:00:00,23,14,9,-69,286.03,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637841600000,2021-11-25 12:00:00,38,19,19,-114,577.12,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1637928000000,2021-11-26 12:00:00,26,10,16,-78,95.98,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1638014400000,2021-11-27 12:00:00,22,10,12,-66,111.44,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1638100800000,2021-11-28 12:00:00,24,10,14,-72,115.12,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1638187200000,2021-11-29 12:00:00,34,19,15,-102,477.38,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1638273600000,2021-11-30 12:00:00,43,20,23,-129,390.25,6382.58,-2400,3982.58
