Symbol,Timeline,Amount,PivotStep,Delta,DeltaSL,DeltaTrigger,TakeProfit,StopLoss,StartTime,StartTime(Human),TotalTrades,Success,Failure,Total Fees,Total PnL,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1622548800000,2021-06-01 12:00:00,51,25,26,-153,502.14,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1622635200000,2021-06-02 12:00:00,38,17,21,-114,212.15,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1622721600000,2021-06-03 12:00:00,45,23,22,-135,368.55,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1622808000000,2021-06-04 12:00:00,45,23,22,-135,510.39,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1622894400000,2021-06-05 12:00:00,47,24,23,-141,357.65,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1622980800000,2021-06-06 12:00:00,31,14,17,-93,257.5,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623067200000,2021-06-07 12:00:00,53,29,24,-159,736.85,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623153600000,2021-06-08 12:00:00,70,40,30,-210,1163.93,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623240000000,2021-06-09 12:00:00,69,32,37,-207,714.38,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623326400000,2021-06-10 12:00:00,61,24,37,-183,161.11,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623412800000,2021-06-11 12:00:00,46,25,21,-138,530.84,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623499200000,2021-06-12 12:00:00,32,19,13,-96,402,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623585600000,2021-06-13 12:00:00,40,19,21,-120,385.05,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623672000000,2021-06-14 12:00:00,44,20,24,-132,301.19,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623758400000,2021-06-15 12:00:00,29,15,14,-87,320.95,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623844800000,2021-06-16 12:00:00,44,27,17,-132,586.09,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1623931200000,2021-06-17 12:00:00,36,15,21,-108,323.23,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624017600000,2021-06-18 12:00:00,50,20,30,-150,218.45,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624104000000,2021-06-19 12:00:00,46,23,23,-138,301.14,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624190400000,2021-06-20 12:00:00,64,28,36,-192,444.1,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624276800000,2021-06-21 12:00:00,85,31,54,-255,230.43,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624363200000,2021-06-22 12:00:00,102,45,57,-306,651.11,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624449600000,2021-06-23 12:00:00,65,31,34,-195,635.02,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624536000000,2021-06-24 12:00:00,54,24,30,-162,424.57,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624622400000,2021-06-25 12:00:00,81,33,48,-243,669.61,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624708800000,2021-06-26 12:00:00,76,36,40,-228,744.87,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624795200000,2021-06-27 12:00:00,55,27,28,-165,635.95,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624881600000,2021-06-28 12:00:00,51,20,31,-153,251.96,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1624968000000,2021-06-29 12:00:00,32,11,21,-96,-9.58000000000001,,,
BTCUSDT,1,5000,5,0,0.15,0.05,0.8,0.4,1625054400000,2021-06-30 12:00:00,40,15,25,-120,126.2,13157.83,-4746,8411.83
