Symbol,Timeline,Amount,PivotStep,Delta,DeltaSL,DeltaTrigger,TakeProfit,StopLoss,StartTime,StartTime(Human),TotalTrades,Success,Failure,Total Fees,Total PnL,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625140800000,2021-07-01 12:00:00,29,22,7,-87,652.57,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625227200000,2021-07-02 12:00:00,18,8,10,-54,221.81,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625313600000,2021-07-03 12:00:00,11,6,5,-33,107.16,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625400000000,2021-07-04 12:00:00,10,7,3,-30,226.78,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625486400000,2021-07-05 12:00:00,18,10,8,-54,230.22,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625572800000,2021-07-06 12:00:00,16,4,12,-48,-13.98,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625659200000,2021-07-07 12:00:00,14,8,6,-42,235.61,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625745600000,2021-07-08 12:00:00,19,11,8,-57,159.87,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625832000000,2021-07-09 12:00:00,14,4,10,-42,25.18,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1625918400000,2021-07-10 12:00:00,13,5,8,-39,56.91,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626004800000,2021-07-11 12:00:00,13,5,8,-39,-1.52999999999999,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626091200000,2021-07-12 12:00:00,18,7,11,-54,17.51,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626177600000,2021-07-13 12:00:00,19,8,11,-57,185.19,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626264000000,2021-07-14 12:00:00,12,6,6,-36,27.33,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626350400000,2021-07-15 12:00:00,21,8,13,-63,140.05,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626436800000,2021-07-16 12:00:00,14,8,6,-42,160.75,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626523200000,2021-07-17 12:00:00,15,9,6,-45,263.89,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626609600000,2021-07-18 12:00:00,14,7,7,-42,151.81,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626696000000,2021-07-19 12:00:00,14,9,5,-42,282.64,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626782400000,2021-07-20 12:00:00,19,8,11,-57,147.28,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626868800000,2021-07-21 12:00:00,23,14,9,-69,251.68,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1626955200000,2021-07-22 12:00:00,10,4,6,-30,32.64,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1627041600000,2021-07-23 12:00:00,16,9,7,-48,233.51,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1627128000000,2021-07-24 12:00:00,15,11,4,-45,262.47,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1627214400000,2021-07-25 12:00:00,32,18,14,-96,494.64,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1627300800000,2021-07-26 12:00:00,41,26,15,-123,867.46,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1627387200000,2021-07-27 12:00:00,37,21,16,-111,631.09,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1627473600000,2021-07-28 12:00:00,33,23,10,-99,636,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1627560000000,2021-07-29 12:00:00,19,7,12,-57,70.39,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.4,1627646400000,2021-07-30 12:00:00,23,11,12,-69,201.71,6958.64,-1710,5248.64
