Symbol,Timeline,Amount,PivotStep,Delta,DeltaSL,DeltaTrigger,TakeProfit,StopLoss,StartTime,StartTime(Human),TotalTrades,Success,Failure,Total Fees,Total PnL,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1609502400000,2021-01-01 12:00:00,18,7,11,-54,18.72,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1609588800000,2021-01-02 12:00:00,47,30,17,-141,951.75,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1609675200000,2021-01-03 12:00:00,61,42,19,-183,1829.41,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1609761600000,2021-01-04 12:00:00,49,31,18,-147,959.6,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1609848000000,2021-01-05 12:00:00,48,30,18,-144,971.34,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1609934400000,2021-01-06 12:00:00,46,26,20,-138,628.81,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610020800000,2021-01-07 12:00:00,58,42,16,-174,1237.76,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610107200000,2021-01-08 12:00:00,54,41,13,-162,1333.12,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610193600000,2021-01-09 12:00:00,36,23,13,-108,673.39,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610280000000,2021-01-10 12:00:00,89,64,25,-267,2113.32,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610366400000,2021-01-11 12:00:00,108,80,28,-324,2813.14,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610452800000,2021-01-12 12:00:00,65,47,18,-195,1461.14,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610539200000,2021-01-13 12:00:00,38,19,19,-114,285.75,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610625600000,2021-01-14 12:00:00,33,19,14,-99,424.56,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610712000000,2021-01-15 12:00:00,48,32,16,-144,907.35,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610798400000,2021-01-16 12:00:00,46,29,17,-138,807.14,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610884800000,2021-01-17 12:00:00,35,20,15,-105,535.83,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1610971200000,2021-01-18 12:00:00,26,14,12,-78,348.03,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611057600000,2021-01-19 12:00:00,41,28,13,-123,885.32,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611144000000,2021-01-20 12:00:00,49,30,19,-147,962.37,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611230400000,2021-01-21 12:00:00,81,59,22,-243,1877.29,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611316800000,2021-01-22 12:00:00,38,26,12,-114,642.37,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611403200000,2021-01-23 12:00:00,28,9,19,-84,43.1,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611489600000,2021-01-24 12:00:00,26,15,11,-78,560.94,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611576000000,2021-01-25 12:00:00,37,26,11,-111,841.51,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611662400000,2021-01-26 12:00:00,43,26,17,-129,620.17,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611748800000,2021-01-27 12:00:00,53,31,22,-159,937.51,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611835200000,2021-01-28 12:00:00,50,33,17,-150,998.63,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1611921600000,2021-01-29 12:00:00,69,45,24,-207,1311.06,,,
BTCUSDT,1,5000,5,0,0.05,0.15,0.8,0.5,1612008000000,2021-01-30 12:00:00,23,12,11,-69,244.09,28224.52,-4329,23895.52
